category,extra_name,main_name,price,subcategory,unit_price
Olje og krydder,200 ml,Sitronjuice,"kr 11,30",Oljer og eddik,"kr 56,50 per l"
Olje og krydder,"Usukret, 115 ml",Sitronsaft,"kr 13,40",Oljer og eddik,"kr 116,52 per l"
Olje og krydder,"0,45 l",Rapsolje Naturell,"kr 87,00",Oljer og eddik,"kr 193,33 per l"
"Melk, meieriprodukter og egg",160 g,Skyr Blåbær & Vanilje,"kr 16,80",Yoghurt,"kr 105,00 per kg"
"Melk, meieriprodukter og egg",160 g,Skyr Jordbær & Lime,"kr 18,80",Yoghurt,"kr 117,50 per kg"
"Melk, meieriprodukter og egg",127 g,Tine Yoghurt Nyt Lakris,"kr 17,60",Yoghurt,"kr 138,58 per kg"
"Melk, meieriprodukter og egg","Sjokolade og sjokocrisp, 122 g",Piano Duo Yoghurt,"kr 12,90",Yoghurt,"kr 105,74 per kg"
"Melk, meieriprodukter og egg",119 g,Piano Duo Yoghurt og Nøttetoffee,"kr 13,80",Yoghurt,"kr 115,97 per kg"
"Melk, meieriprodukter og egg",160 g,Gresk Yoghurt Pekan & Honning,"kr 27,80",Yoghurt,"kr 173,75 per kg"
Olje og krydder,"Malt, 13 g",Hvit Pepper,"kr 13,10",Krydder,"kr 1007,69 per kg"
Olje og krydder,6 g,Timian Hel,"kr 14,10",Krydder,"kr 2350,00 per kg"
Olje og krydder,3 g,Vaniljestang,"kr 48,10",Krydder,"kr 16033,33 per kg"
Olje og krydder,100 g,Kapers,"kr 29,10",Krydder,"kr 291,00 per kg"
Olje og krydder,"Non Pareilles, 100 g",Paradiso Kapers,"kr 31,10",Krydder,"kr 311,00 per kg"
Olje og krydder,130 g,Pommes Frites Krydder,"kr 35,80",Krydder,"kr 275,38 per kg"
Olje og krydder,43 g,Wasabi Paste,"kr 56,80",Krydder,"kr 1320,93 per kg"
Snacks og godteri,75 g,Twix Xtra Twin,"kr 20,40",Sjokolade,"kr 272,00 per kg"
Snacks og godteri,60 g,Lion King Size,"kr 16,40",Sjokolade,"kr 273,33 per kg"
Snacks og godteri,60 g,Melkesjokolade,"kr 21,80",Sjokolade,"kr 363,33 per kg"
Snacks og godteri,24 g,Melkesjokolade Eventyr,"kr 10,80",Sjokolade,"kr 450,00 per kg"
Snacks og godteri,60 g,Firkløver,"kr 23,40",Sjokolade,"kr 390,00 per kg"
Snacks og godteri,24 g,Firkløver Mini,"kr 12,80",Sjokolade,"kr 533,33 per kg"
Snacks og godteri,60 g,Toppris,"kr 19,80",Sjokolade,"kr 330,00 per kg"
Snacks og godteri,30 g,Toppris Mini,"kr 13,50",Sjokolade,"kr 450,00 per kg"
Olje og krydder,300 g,Grillkrydder,"kr 35,70",Krydder,"kr 119,00 per kg"
Blomster og planter,"20-40 cm høy. 12 cm potte, 1 stk",Zamioculas,"kr 79,90",Grønne planter,"kr 79,90 per stk"
Blomster og planter,"30-40cm høy, 1 stk",Bambus Monica,"kr 79,90",Grønne planter,"kr 79,90 per stk"
Undertøy og strømper,"Str. 37-40, 2 par",Comfy Cotton Sokker,"kr 100,60",Sokker,"kr 50,30 per par"
Undertøy og strømper,"Str. 41-45, 2 par",Comfy Cotton Sokker,"kr 104,90",Sokker,"kr 52,45 per par"
Undertøy og strømper,"Black, Str. 37-40, 5 par",Basic Socks,"kr 74,80",Sokker,"kr 14,96 per par"
Undertøy og strømper,"Black, Str. 41-45, 5 par",Basic Socks,"kr 73,40",Sokker,"kr 14,68 per par"
Undertøy og strømper,"Black, str. 37-40, 5 par",Sokker Low Cut,"kr 84,70",Sokker,"kr 16,94 per par"
Undertøy og strømper,"Black, str. 41-45, 5 par",Sokker Low Cut,"kr 84,70",Sokker,"kr 16,94 per par"
Undertøy og strømper,"White, str. 41-45, 5 par",Sokker Low Cut,"kr 84,70",Sokker,"kr 16,94 per par"
Undertøy og strømper,"Black, str. 37-40, 2 par",Wool Low Cut Sokker,"kr 104,90",Sokker,"kr 52,45 per par"
Undertøy og strømper,"Black, str. 41-45, 2 par",Wool Low Cut Sokker,"kr 104,90",Sokker,"kr 52,45 per par"
Undertøy og strømper,"White, str. 41-45, 2 par",Wool Low Cut Sokker,"kr 104,90",Sokker,"kr 52,45 per par"
Undertøy og strømper,"Lilac stripes, str. 29-32, 1 par",Thin Wool Sokker Barn,"kr 83,70",Sokker,"kr 83,70 per par"
Undertøy og strømper,"Lilac strips, str. 33-36, 1 par",Thin Wool Sokker Barn,"kr 83,70",Sokker,"kr 83,70 per par"
Undertøy og strømper,"Navy, str. 33-36, 1 par",Thin Wool Sokker Barn,"kr 83,70",Sokker,"kr 83,70 per par"
Undertøy og strømper,"Stripe, str. 98-104, 2 stk",Cotton Boxer Kids Boy,"kr 83,70",Undertøy,"kr 41,85 per stk"
Undertøy og strømper,"Stripe, str. 110-116, 2 stk",Cotton Boxer Kids Boy,"kr 83,70",Undertøy,"kr 41,85 per stk"
Undertøy og strømper,"Stripe, str. 122-128, 2 stk",Cotton Boxer Kids Boy,"kr 83,70",Undertøy,"kr 41,85 per stk"
Undertøy og strømper,"Stripe, str. 98-104, 2 stk",Cotton Boxer Kids Girl,"kr 83,70",Undertøy,"kr 41,85 per stk"
Undertøy og strømper,"Stripe, str. 110-116, 2 stk",Cotton Boxer Kids Girl,"kr 83,70",Undertøy,"kr 41,85 per stk"
Undertøy og strømper,"Black, str. M, 1 stk",Gots Boxer Men,"kr 158,90",Undertøy,"kr 158,90 per stk"
Blomster og planter,"45 cm, 8 stk",Alstromeria Hvit,"kr 62,30",Snittblomster,"kr 7,79 per stk"
Undertøy og strømper,"Black, str. 40-44, 1 stk",Comfy Tights 80 DEN,"kr 104,90",Strømpebukser,"kr 104,90 per stk"
Undertøy og strømper,"Black, str. L, 1 stk",Gots Boxer Men,"kr 158,90",Undertøy,"kr 158,90 per stk"
Undertøy og strømper,"Black, str. XL, 1 stk",Gots Boxer Men,"kr 158,90",Undertøy,"kr 158,90 per stk"
Undertøy og strømper,"Black, str. M, 1 stk",Sports Boxer Men,"kr 200,40",Undertøy,"kr 200,40 per stk"
Undertøy og strømper,"Black, str. L, 1 stk",Sports Boxer Men,"kr 200,40",Undertøy,"kr 200,40 per stk"
Undertøy og strømper,"Black, str. XL, 1 stk",Sports Boxer Men,"kr 200,40",Undertøy,"kr 200,40 per stk"
Undertøy og strømper,"White, str. S, 1 stk",Cotton Boxer,"kr 96,30",Undertøy,"kr 96,30 per stk"
Undertøy og strømper,"Black, str. XL, 1 stk",Cotton Boxer,"kr 118,90",Undertøy,"kr 118,90 per stk"
Blomster og planter,"50cm, 1 stk",Høst-bukett,"kr 169,00",Snittblomster,"kr 169,00 per stk"
Blomster og planter,"45 cm, 3 stk",Liljer Hvit,"kr 84,90",Snittblomster,"kr 28,30 per stk"
Blomster og planter,"Lederløv, Eucalyptus og Brudeslør (45 cm), 1 stk",Grøntmix Bukett,"kr 62,30",Snittblomster,"kr 62,30 per stk"
Blomster og planter,"50cm, 1 stk",Ruscus,"kr 59,90",Snittblomster,"kr 59,90 per stk"
Blomster og planter,"45 cm, 6 stk",Krysantemum Mix,"kr 84,90",Snittblomster,"kr 14,15 per stk"
Undertøy og strømper,"Black, str. 36-40, 2 stk",Basic Tights 40 DEN,"kr 94,30",Strømpebukser,"kr 47,15 per stk"
Undertøy og strømper,"Black, str. 44-48, 2 stk",Basic Tights 40 DEN,"kr 94,30",Strømpebukser,"kr 47,15 per stk"
Undertøy og strømper,"Black, Str. 36-40, 1 stk",Hold In 20 DEN,"kr 98,90",Strømpebukser,"kr 98,90 per stk"
Undertøy og strømper,"Black, Str. 40-44, 1 stk",Hold In 20 DEN,"kr 98,90",Strømpebukser,"kr 98,90 per stk"
Undertøy og strømper,"Black, Str. 44-48, 1 stk",Hold In 20 DEN,"kr 98,90",Strømpebukser,"kr 98,90 per stk"
Undertøy og strømper,"Powder, str. 36-40, 1 stk",Hold In 20 DEN,"kr 94,30",Strømpebukser,"kr 94,30 per stk"
Undertøy og strømper,"Black, str. S, 1 stk",Invisible Micro Hipster Truse,"kr 126,20",Undertøy,"kr 126,20 per stk"
Undertøy og strømper,"Black, str. L, 1 stk",Invisible Micro Hipster Truse,"kr 126,20",Undertøy,"kr 126,20 per stk"
Undertøy og strømper,"Black, str. S, 1 stk",Micro High Waist Invisible Truse,"kr 136,80",Undertøy,"kr 136,80 per stk"
Undertøy og strømper,"Black, str. M, 1 stk",Micro High Waist Invisible Truse,"kr 136,80",Undertøy,"kr 136,80 per stk"
Undertøy og strømper,"Black, str. L, 1 stk",Micro High Waist Invisible Truse,"kr 136,80",Undertøy,"kr 136,80 per stk"
Undertøy og strømper,"Burgundy, str. S, 1 stk",Sports Bra,"kr 317,10",Undertøy,"kr 317,10 per stk"
Pizza og taco,"Med Fullkorn, 550 g",Fersk Pizzabunn,"kr 27,70",Hjemmelaget pizza,"kr 50,36 per kg"
Undertøy og strømper,"Powder, str. 40-44, 1 stk",Hold In 20 DEN,"kr 94,30",Strømpebukser,"kr 94,30 per stk"
Undertøy og strømper,"Powder, str. 44-48, 1 stk",Hold In 20 DEN,"kr 94,30",Strømpebukser,"kr 94,30 per stk"
Pizza og taco,260 g,Glutenfri Bunn,"kr 51,80",Hjemmelaget pizza,"kr 199,23 per kg"
Pizza og taco,550 g,Pizzabunn Familie,"kr 20,00",Hjemmelaget pizza,"kr 36,36 per kg"
Pizza og taco,"Firkantet 2-3 Pers, 400 g",Peppes Pizzabunn Italiensk,"kr 40,30",Hjemmelaget pizza,"kr 100,75 per kg"
Pizza og taco,550 g,Peppes Originale Pizzabunn,"kr 40,30",Hjemmelaget pizza,"kr 73,27 per kg"
Pizza og taco,350 g,Glutenfri Pizzabunn Lettstekt,"kr 43,10",Hjemmelaget pizza,"kr 123,14 per kg"
Pizza og taco,300 g,Pizzabunn Glutenfri,"kr 47,40",Hjemmelaget pizza,"kr 158,00 per kg"
Pizza og taco,250 g,Revet Ost 4 Oster,"kr 47,70",Hjemmelaget pizza,"kr 190,80 per kg"
Pizza og taco,370 g,Pizzabunn Familiepakke,"kr 26,50",Hjemmelaget pizza,"kr 71,62 per kg"
Pizza og taco,"Tipo-00, 1 kg",Hvetemel,"kr 37,30",Hjemmelaget pizza,"kr 37,30 per kg"
Pizza og taco,"Tipo-0, 1 kg",Pizzamel,"kr 27,80",Hjemmelaget pizza,"kr 27,80 per kg"
Pizza og taco,"5 poser, 1 stk",Pizzagjær,"kr 24,60",Hjemmelaget pizza,"kr 24,60 per stk"
Pizza og taco,225 g,Chorizo Sarta,"kr 54,30",Hjemmelaget pizza,"kr 241,33 per kg"
Pizza og taco,80 g,Chorizo Topping,"kr 20,00",Hjemmelaget pizza,"kr 250,00 per kg"
Pizza og taco,"Taste Lab, 80 g",Pepperoni Topping,"kr 20,00",Hjemmelaget pizza,"kr 250,00 per kg"
Pizza og taco,130 g,Pepperoni Skivet,"kr 42,70",Hjemmelaget pizza,"kr 328,46 per kg"
Pizza og taco,100 g,Pepperoni,"kr 32,80",Hjemmelaget pizza,"kr 328,00 per kg"
Pizza og taco,80 g,Bacon Topping,"kr 20,00",Hjemmelaget pizza,"kr 250,00 per kg"
Pizza og taco,80 g,Smårettskinke Topping,"kr 20,00",Hjemmelaget pizza,"kr 250,00 per kg"
Pizza og taco,150 g,Spekeskinke Smårett,"kr 17,70",Hjemmelaget pizza,"kr 118,00 per kg"
Pizza og taco,120 g,Peppes Originale Kjøttboller,"kr 30,10",Hjemmelaget pizza,"kr 250,83 per kg"
Pizza og taco,130 g,Spicy Kjøttboller Topping,"kr 20,00",Hjemmelaget pizza,"kr 153,85 per kg"
Pizza og taco,200 g,Jarlsberg Revet,"kr 31,70",Hjemmelaget pizza,"kr 158,50 per kg"
Pizza og taco,450 g,Revet Økonomiblanding,"kr 50,00",Hjemmelaget pizza,"kr 111,11 per kg"
Pizza og taco,400 g,Pizza Sauce,"kr 17,90",Hjemmelaget pizza,"kr 44,75 per kg"
Pizza og taco,290 g,Pizzasaus,"kr 20,80",Hjemmelaget pizza,"kr 71,72 per kg"
Pizza og taco,500 g,Pizzasaus,"kr 19,70",Hjemmelaget pizza,"kr 39,40 per kg"
Pizza og taco,300 g,Pizzasaus,"kr 36,40",Hjemmelaget pizza,"kr 121,33 per kg"
Pizza og taco,200 g,Pizzasaus GK,"kr 14,70",Hjemmelaget pizza,"kr 73,50 per kg"
Pizza og taco,180 g,Pizzasaus Original,"kr 17,40",Hjemmelaget pizza,"kr 96,67 per kg"
Pizza og taco,180 g,Pizzasaus Bianca,"kr 15,00",Hjemmelaget pizza,"kr 83,33 per kg"
Pizza og taco,"Taste Lab, 200 g",Pizzasaus,"kr 10,00",Hjemmelaget pizza,"kr 50,00 per kg"
Pizza og taco,200 g,Pizzasaus Intenso,"kr 10,00",Hjemmelaget pizza,"kr 50,00 per kg"
Pizza og taco,58 g,Pizzafyll Tomat & Urter,"kr 15,80",Hjemmelaget pizza,"kr 272,41 per kg"
Pizza og taco,60 g,Pizzafyll Mexicana,"kr 19,80",Hjemmelaget pizza,"kr 330,00 per kg"
Pizza og taco,52 g,Pizzafyll m/Tomat og Løk,"kr 19,00",Hjemmelaget pizza,"kr 365,38 per kg"
Pizza og taco,125 g,Peppes Rømme & Sweet Chili,"kr 27,90",Hjemmelaget pizza,"kr 223,20 per kg"
Pizza og taco,280 g,Pizza Topping,"kr 34,20",Hjemmelaget pizza,"kr 122,14 per kg"
Pizza og taco,380 g,Pizzadressing,"kr 24,00",Hjemmelaget pizza,"kr 63,16 per kg"
Pizza og taco,130 g,Peppes Originale Rømmedressing,"kr 25,80",Hjemmelaget pizza,"kr 198,46 per kg"
Pizza og taco,25 g,Pizzakrydder,"kr 40,50",Hjemmelaget pizza,"kr 1620,00 per kg"
Pizza og taco,1 stk,Pizzahjul,"kr 35,60",Hjemmelaget pizza,"kr 35,60 per stk"
Pizza og taco,70 g,Peppes Pepperoni,"kr 21,60",Hjemmelaget pizza,"kr 308,57 per kg"
Pizza og taco,400 g,Pizzasaus,"kr 18,80",Hjemmelaget pizza,"kr 47,00 per kg"
Pizza og taco,140 g,Peppes Hvit Pizzasaus,"kr 29,90",Hjemmelaget pizza,"kr 213,57 per kg"
Pizza og taco,"Rund Halvstekt 30 cm, 3 stk",Pizzabunn Surdeig,,Hjemmelaget pizza,"kr 96,35 per kg"
Pizza og taco,70 g,Salami Ventricina Picante,"kr 59,20",Hjemmelaget pizza,"kr 845,71 per kg"
Pizza og taco,80 g,Chorizo,"kr 31,20",Hjemmelaget pizza,"kr 390,00 per kg"
Pizza og taco,"6 stk, 390 g",Mini Pizzabunn,"kr 43,60",Hjemmelaget pizza,"kr 111,79 per kg"
Pizza og taco,"Med Rømme & Gressløk, 210 g",Peppes Pizzadressing,"kr 29,20",Hjemmelaget pizza,"kr 139,05 per kg"
Pizza og taco,500 g,Pizzatopping og Gulost,"kr 39,20",Hjemmelaget pizza,"kr 78,40 per kg"
Pizza og taco,"Spicy, 250 ml",Olivenolje til Pizza,"kr 103,90",Hjemmelaget pizza,"kr 415,60 per l"
Pizza og taco,"Spicy, 450 g",Pizza og Kebabdressing,"kr 40,10",Hjemmelaget pizza,"kr 89,11 per kg"
Pizza og taco,"Glutenfri, 0,3 kg",Pizzabunn,"kr 32,80",Hjemmelaget pizza,"kr 109,33 per kg"
Pizza og taco,"Økologisk, 25 g",Pizzakrydder,"kr 42,20",Hjemmelaget pizza,"kr 1688,00 per kg"
Pizza og taco,60 g,Peppes Original Pizzasaus,"kr 13,40",Hjemmelaget pizza,"kr 223,33 per kg"
Pizza og taco,"Salami, 130 g",Siliana Topping,"kr 31,20",Hjemmelaget pizza,"kr 240,00 per kg"
Pizza og taco,340 g,Tynn Bunn Mozzarella,"kr 48,90",Fryst pizza,"kr 143,82 per kg"
Pizza og taco,305 g,Tynn Bunn Pepperoni,"kr 50,80",Fryst pizza,"kr 166,56 per kg"
Pizza og taco,575 g,Grandiosa Original Pizza,"kr 47,90",Fryst pizza,"kr 83,30 per kg"
Pizza og taco,530 g,Grandiosa Spesial Pepperoni Pizza,"kr 61,10",Fryst pizza,"kr 115,28 per kg"
Pizza og taco,528 g,Grandiosa Mandagspizza,"kr 62,40",Fryst pizza,"kr 118,18 per kg"
Pizza og taco,520 g,Grandiosa Kjøttdeig&løk Pizza,"kr 65,80",Fryst pizza,"kr 126,54 per kg"
Pizza og taco,585 g,Big One Mexican Pizza,"kr 89,00",Fryst pizza,"kr 152,14 per kg"
Pizza og taco,590 g,Big One Pepperoni Pizza,"kr 77,80",Fryst pizza,"kr 131,86 per kg"
Pizza og taco,570 g,Big One Classic Pizza,"kr 52,60",Fryst pizza,"kr 92,28 per kg"
Pizza og taco,530 g,Big One Cheese Pizza,"kr 77,80",Fryst pizza,"kr 146,79 per kg"
Pizza og taco,555 g,Big One Meat Lover Pizza,"kr 84,90",Fryst pizza,"kr 152,97 per kg"
Pizza og taco,810 g,Big One Giants Mighty Meat,"kr 114,90",Fryst pizza,"kr 141,85 per kg"
Pizza og taco,400 g,La Mia Grande Prosciutto e Formaggi,"kr 69,90",Fryst pizza,"kr 174,75 per kg"
Pizza og taco,400 g,La Mia Grande 4 Formaggi,"kr 69,90",Fryst pizza,"kr 174,75 per kg"
Pizza og taco,380 g,La Mia Grande Salame Piccante,"kr 67,90",Fryst pizza,"kr 178,68 per kg"
Pizza og taco,"2pk, 670 g",Ristorante Mozzarella,"kr 76,40",Fryst pizza,"kr 114,03 per kg"
Pizza og taco,320 g,Ristorante Pepperoni Salame,"kr 55,80",Fryst pizza,"kr 174,38 per kg"
Pizza og taco,"2pk, 660 g",Ristorante Speciale,"kr 85,10",Fryst pizza,"kr 128,94 per kg"
Pizza og taco,355 g,Ristorante Pizza Pollo,"kr 43,80",Fryst pizza,"kr 123,38 per kg"
Pizza og taco,355 g,Ristorante Hawaii,"kr 56,80",Fryst pizza,"kr 160,00 per kg"
Pizza og taco,390 g,Ristorante Spinaci,"kr 55,80",Fryst pizza,"kr 143,08 per kg"
Pizza og taco,330 g,Ristorante Prosciutto,"kr 54,80",Fryst pizza,"kr 166,06 per kg"
Pizza og taco,360 g,Pizza Ristorante Salame Mozzarella Pesto,"kr 47,50",Fryst pizza,"kr 131,94 per kg"
Pizza og taco,385 g,Ristorante Vegetale,"kr 55,80",Fryst pizza,"kr 144,94 per kg"
Pizza og taco,375 g,Ristorante Bolognese,"kr 45,20",Fryst pizza,"kr 120,53 per kg"
Pizza og taco,370 g,Pizza Ristorante Diavola,"kr 54,40",Fryst pizza,"kr 147,03 per kg"
Pizza og taco,"Glutenfri, 345 g",Ristorante Prosciutto,"kr 50,80",Fryst pizza,"kr 147,25 per kg"
Pizza og taco,"Glutenfri, 370 g",Ristorante Mozzarella,"kr 49,80",Fryst pizza,"kr 134,59 per kg"
Pizza og taco,"Glutenfri, 315 g",Ristorante Salame,"kr 54,80",Fryst pizza,"kr 173,97 per kg"
Pizza og taco,555 g,Pizza Rustica 4 Cheese,"kr 81,90",Fryst pizza,"kr 147,57 per kg"
Pizza og taco,540 g,Pizza Rustica Pepperoni,"kr 80,00",Fryst pizza,"kr 148,15 per kg"
Pizza og taco,"Ham & Cheese, 545 g",Rustica Pizza,"kr 84,70",Fryst pizza,"kr 155,41 per kg"
Pizza og taco,"Double Pepperoni, 656 g",Rustica Pizza,"kr 83,50",Fryst pizza,"kr 127,29 per kg"
Pizza og taco,345 g,Tradizionale Diavola,"kr 57,80",Fryst pizza,"kr 167,54 per kg"
Pizza og taco,375 g,Tradizionale Pancetta Delicata,"kr 64,40",Fryst pizza,"kr 171,73 per kg"
Pizza og taco,370 g,Tradizionale Mozzarella,"kr 49,40",Fryst pizza,"kr 133,51 per kg"
Pizza og taco,405 g,Casa di Mama Trio di Carne,"kr 52,40",Fryst pizza,"kr 129,38 per kg"
Pizza og taco,410 g,Casa di Mama Quattro Formaggi,"kr 56,00",Fryst pizza,"kr 136,59 per kg"
Pizza og taco,"Skinke,Pepperoni & Kjøttboller, 545 g",Peppes Triple Meat,"kr 64,80",Fryst pizza,"kr 118,90 per kg"
Pizza og taco,525 g,Peppes Pizza Farmer's Meat Skinke & Bacon,"kr 64,80",Fryst pizza,"kr 123,43 per kg"
Pizza og taco,385 g,Peppes Italian 4 Cheeses,"kr 65,60",Fryst pizza,"kr 170,39 per kg"
Pizza og taco,430 g,"Peppes Italian Ham, Mozzarella & Pesto","kr 69,90",Fryst pizza,"kr 162,56 per kg"
Pizza og taco,810 g,Big One Giants Cheddar & Beef Pizza,"kr 101,70",Fryst pizza,"kr 125,56 per kg"
Pizza og taco,540 g,Grandiosa Take Away Meat Supreme,"kr 86,90",Fryst pizza,"kr 160,93 per kg"
Pizza og taco,547 g,Grandiosa Taco Fiesta Pizza,"kr 64,80",Fryst pizza,"kr 118,46 per kg"
Pizza og taco,1000 g,Grandiosa Vår Hjemmelagde med Kjøttdeig Pizza,"kr 96,90",Fryst pizza,"kr 96,90 per kg"
Pizza og taco,590 g,Grandiosa Glutenfri Pizza,"kr 74,90",Fryst pizza,"kr 126,95 per kg"
Pizza og taco,515 g,Grandiosa Nybakt Skinke Pizza,"kr 65,90",Fryst pizza,"kr 127,96 per kg"
Pizza og taco,389 g,Salami & Sausage Pizza,"kr 54,90",Fryst pizza,"kr 141,13 per kg"
Pizza og taco,"Thin & Crispy, 320 g",Dobbel Pepperoni Pizza,"kr 32,90",Fryst pizza,"kr 102,81 per kg"
Pizza og taco,"Thin & Crispy, 300 g",Fire Oster Pizza,"kr 32,90",Fryst pizza,"kr 109,67 per kg"
Pizza og taco,"Thin & Crispy, 327 g",Ost og Skinke Pizza,"kr 39,90",Fryst pizza,"kr 122,02 per kg"
Pizza og taco,"Ostefylt Skorpe, 453 g",Cheese Feast,"kr 64,90",Fryst pizza,"kr 143,27 per kg"
Pizza og taco,"Ostefylt Skorpe, 475 g",Pizza BBQ Meat Feast,"kr 64,90",Fryst pizza,"kr 136,63 per kg"
Pizza og taco,645 g,Spicy Pepperoni Takeaway Pizza,"kr 97,90",Fryst pizza,"kr 151,78 per kg"
Pizza og taco,"Deep Pan, 365 g",Fire Oster Pizza,"kr 39,90",Fryst pizza,"kr 109,32 per kg"
Pizza og taco,"Deep Pan, 346 g",Dobbel Pepperoni Pizza,"kr 39,90",Fryst pizza,"kr 115,32 per kg"
Pizza og taco,"Deep Pan, 358 g",Meat Feast Pizza,"kr 39,90",Fryst pizza,"kr 111,45 per kg"
Pizza og taco,225 g,Hvitløk & Ost Pizzabrød,"kr 34,90",Fryst pizza,"kr 155,11 per kg"
Pizza og taco,435 g,Pizza Prosciutto,"kr 46,20",Fryst pizza,"kr 106,21 per kg"
Pizza og taco,"Glutenfri, 290 g",Goodly Pizza Margherita,"kr 54,00",Fryst pizza,"kr 186,21 per kg"
Pizza og taco,335 g,Pizza Pepperoni Glutenfri Goodly,"kr 49,90",Fryst pizza,"kr 148,96 per kg"
Pizza og taco,"7 stk, 420 g",Pizzasnurrer,"kr 39,00",Fryst pizza,"kr 92,86 per kg"
Snacks og godteri,150 g,Potetchips Med Brunost,"kr 42,90",Potetchips og snacks,"kr 286,00 per kg"
Snacks og godteri,150 g,Potetchips Salt Og Grønn Pepper,"kr 42,90",Potetchips og snacks,"kr 286,00 per kg"
Snacks og godteri,120 g,Maarud Julehjerter Paprika,"kr 32,90",Potetchips og snacks,"kr 274,17 per kg"
Snacks og godteri,240 g,Julegull Rifla Havsalt,"kr 39,90",Potetchips og snacks,"kr 166,25 per kg"
Snacks og godteri,250 g,Julegull Fyldig Løk,"kr 39,90",Potetchips og snacks,"kr 159,60 per kg"
Frukt og grønt,"Peru, 125 g",Blåbær i kurv,"kr 27,30",Bær,"kr 218,40 per kg"
Frukt og grønt,"Spania, 125 g",Bringebær,"kr 34,80",Bær,"kr 278,40 per kg"
Frukt og grønt,"Beger m/lokk, Peru, 225 g",Blåbær,"kr 47,50",Bær,"kr 211,11 per kg"
Frukt og grønt,"Mexico, 125 g",Bjørnebær,"kr 50,40",Bær,"kr 403,20 per kg"
Frukt og grønt,"Nederland, 125 g",Rips,"kr 34,80",Bær,"kr 278,40 per kg"
Frukt og grønt,"Belgia/ Nederland, Elsanta, 250 g",Jordbær,"kr 29,95",Bær,"kr 119,80 per kg"
Serveringsklare retter,200 ml,Rå Bær Smoothie,"kr 24,00",Smoothies og yoghurt,"kr 120,00 per l"
Serveringsklare retter,"Med Jordbær & Lime, 150 g",Byggrynslunsj UTEN,"kr 17,60",Smoothies og yoghurt,"kr 117,33 per kg"
Serveringsklare retter,"Med Eple & Pære, 150 g",Byggrynslunsj UTEN,"kr 17,60",Smoothies og yoghurt,"kr 117,33 per kg"
Serveringsklare retter,125 g,Skyr Mango og Pasjonsfrukt,"kr 18,80",Smoothies og yoghurt,"kr 150,40 per kg"
Serveringsklare retter,127 g,Tine Yoghurt Nyt Lakris,"kr 17,60",Smoothies og yoghurt,"kr 138,58 per kg"
Serveringsklare retter,160 g,Gresk Yoghurt Salted Caramel,"kr 28,00",Smoothies og yoghurt,"kr 175,00 per kg"
Serveringsklare retter,158 g,Synnøve Gresk Yoghurt Lemon Cheesecake,"kr 28,00",Smoothies og yoghurt,"kr 177,22 per kg"
Serveringsklare retter,158 g,"Yogrøt Med Mango, Fersken & Pekan","kr 29,90",Smoothies og yoghurt,"kr 189,24 per kg"
Frukt og grønt,"Egypt, 500 g",Søtpotet i Beger,"kr 15,00",Poteter,"kr 30,00 per kg"
Frukt og grønt,"Solist/ Folva/ Fakse, 2,5 kg",Nypoteter,"kr 51,90",Poteter,"kr 20,76 per kg"
Frukt og grønt,"Sør Afrika, ca. 500 g",Økologisk Søtpotet,"kr 62,30",Poteter,"kr 124,60 per kg"
Frukt og grønt,"Norge, 1 kg",Juno/Nansen,"kr 30,40",Poteter,"kr 30,40 per kg"
Frukt og grønt,"Fra Norge, 2,5 kg",Juno/Nansen,"kr 51,70",Poteter,"kr 20,68 per kg"
Frukt og grønt,"Norge, 2 kg",Mandelpoteter,"kr 54,90",Poteter,"kr 27,45 per kg"
Frukt og grønt,"Jazzy, Frankrike, 2,5 kg",Franske Gourmetpoteter,"kr 72,70",Poteter,"kr 29,08 per kg"
Frukt og grønt,"Frankrike, 1,5 kg",Potet Amandine,"kr 69,90",Poteter,"kr 46,60 per kg"
Frukt og grønt,"Hassel/Folva, Norge, 1,5 kg",Økologiske Poteter Uvasket,"kr 63,30",Poteter,"kr 42,20 per kg"
Frukt og grønt,"Danmark, 3 kg","Poteter uten Skall, Ferdig Kokt","kr 105,90",Poteter,"kr 35,30 per kg"
Frukt og grønt,"Colomba, Frankrike, 1 stk",Bakepotet,"kr 14,90",Poteter,"kr 39,73 per kg"
Frukt og grønt,"Vår laveste pris, Norge, 2,5 kg","Poteter, Usorterte","kr 36,40",Poteter,"kr 14,56 per kg"
Frukt og grønt,"Frankrike, 500 g",Blå Kongo Delikatessepoteter,"kr 36,30",Poteter,"kr 72,60 per kg"
Frukt og grønt,"Norge, 600 g",Ferdigkokte Mandelpoteter,"kr 39,90",Poteter,"kr 66,50 per kg"
Frukt og grønt,"Frankrike, 1 kg",Rattepoteter Petit,"kr 51,90",Poteter,"kr 51,90 per kg"
Frukt og grønt,"Uvasket, Solist/ Folva/ Fakse, 1 kg",Norske Nypoteter,"kr 32,90",Poteter,"kr 32,90 per kg"
Frukt og grønt,"Norge, 200 g",Blomkålris,"kr 26,90",Ferdigkuttet frukt og grønt,"kr 134,50 per kg"
Frukt og grønt,"Norge, 200 g",Brokkoliris,"kr 25,90",Ferdigkuttet frukt og grønt,"kr 129,50 per kg"
Frukt og grønt,"Ferdigkuttet, Spania/ Holland/ Norge, 250 g",Ratatouilleblanding,"kr 34,80",Ferdigkuttet frukt og grønt,"kr 139,20 per kg"
